Record Length,2.500000e+03,,  -0.000048000000,  -6.74560,
Sample Interval,4.000000e-07,,  -0.000047600000,  -6.74560,
Trigger Point,1.200000000000e+02,,  -0.000047200000,  -6.74560,
,,,  -0.000046800000,  -6.85440,
,,,  -0.000046400000,  -6.96320,
,,,  -0.000046000000,  -6.96320,
Source,CH1,,  -0.000045600000,  -6.96320,
Vertical Units,V,,  -0.000045200000,  -6.63680,
Vertical Scale,2.720000e+00,,  -0.000044800000,  -6.63680,
Vertical Offset,-1.740800e+00,,  -0.000044400000,  -6.85440,
Horizontal Units,s,,  -0.000044000000,  -6.85440,
Horizontal Scale,1.000000e-04,,  -0.000043600000,  -6.74560,
Pt Fmt,Y,,  -0.000043200000,  -6.74560,
Yzero,0.000000e+00,,  -0.000042800000,  -6.74560,
Probe Atten,1.000000e+01,,  -0.000042400000,  -6.85440,
Model Number,TDS1001C-EDU,,  -0.000042000000,  -6.85440,
Serial Number,C013086,,  -0.000041600000,  -6.63680,
Firmware Version,FV:v25.07,,  -0.000041200000,  -6.96320,
,,,-00.000040800000,  -7.07200,
,,,-00.000040400000,  -6.74560,
,,,-00.000040000000,  -6.63680,
,,,-00.000039600000,  -6.74560,
,,,-00.000039200000,  -6.74560,
,,,-00.000038800000,  -6.63680,
,,,-00.000038400000,  -6.85440,
,,,-00.000038000000,  -6.63680,
,,,-00.000037600000,  -6.74560,
,,,-00.000037200000,  -6.85440,
,,,-00.000036800000,  -6.63680,
,,,-00.000036400000,  -6.74560,
,,,-00.000036000000,  -6.63680,
,,,-00.000035600000,  -6.74560,
,,,-00.000035200000,  -6.85440,
,,,-00.000034800000,  -6.74560,
,,,-00.000034400000,  -6.74560,
,,,-00.000034000000,  -6.63680,
,,,-00.000033600000,  -6.85440,
,,,-00.000033200000,  -6.85440,
,,,-00.000032800000,  -6.74560,
,,,-00.000032400000,  -6.85440,
,,,-00.000032000000,  -6.85440,
,,,-00.000031600000,  -7.07200,
,,,-00.000031200000,  -6.74560,
,,,-00.000030800000,  -6.63680,
,,,-00.000030400000,  -6.85440,
,,,-00.000030000000,  -6.74560,
,,,-00.000029600000,  -6.96320,
,,,-00.000029200000,  -6.85440,
,,,-00.000028800000,  -6.85440,
,,,-00.000028400000,  -6.96320,
,,,-00.000028000000,  -6.63680,
